94154,1,3.0
13714,2,2.0
45294,3,3.0
60087,5,2.0
79628,6,5.0
71233,7,3.0
42187,8,4.0
97824,9,2.0
44291,10,3.0
93667,11,4.0
83111,12,3.0
12674,13,2.0
68828,14,1.0
45110,15,4.0
80059,16,3.0
36343,17,4.0
84119,18,3.0
28756,19,3.0
69006,21,3.0
14853,22,2.0
23394,23,2.0
36370,24,3.0
41915,25,2.0
99525,28,2.0
99164,29,1.0
71317,30,5.0
64031,31,4.0
21790,32,3.0
78469,33,2.0
74841,34,2.0
62756,35,2.0
27837,36,3.0
24068,37,3.0
42022,38,2.0
81828,41,2.0
20286,42,3.0
72365,43,2.0
42035,45,3.0
65968,46,2.0
11892,47,3.0
81130,49,2.0
77216,51,2.0
36671,52,3.0
70611,53,3.0
61337,54,2.0
16748,55,2.0
89415,56,2.0
66277,57,3.0
17837,58,3.0
43772,59,2.0
26180,60,3.0
76602,61,1.0
92975,62,3.0
89213,63,2.0
94897,64,1.0
14256,65,2.0
