1,95777,0.0
1,61653,0.0
1,39208,3.0
1,87361,2.0
1,66855,2.0
1,70254,2.0
1,27727,2.0
1,42914,4.0
1,35813,5.0
1,96887,5.0
1,91927,5.0
1,66355,5.0
1,83586,4.0
1,84380,4.0
1,15688,3.0
1,10795,3.0
1,66907,3.0
1,30146,3.0
1,17594,3.0
1,66249,3.0
1,85875,3.0
1,88268,3.0
1,79124,4.0
1,32636,4.0
1,58467,4.0
1,98623,4.0
1,48031,4.0
1,60291,4.0
1,47758,3.0
1,68581,3.0
1,96426,3.0
1,28234,3.0
1,28610,3.0
1,11402,2.0
1,17309,2.0
1,53571,2.0
1,10613,3.0
1,85571,3.0
1,71672,3.0
1,85042,3.0
1,33215,2.0
1,11018,3.0
1,80648,4.0
1,39959,5.0
1,97100,4.0
1,71392,4.0
1,53665,4.0
1,86549,3.0
1,73159,2.0
1,66404,2.0
1,14052,2.0
1,23075,2.0
1,26657,2.0
1,34602,2.0
1,68157,2.0
1,51022,2.0
1,49601,2.0
1,64915,0.0
1,32664,0.0
1,72072,0.0
2,18683,0.0
2,84763,0.0
2,87479,1.0
2,37677,2.0
2,89724,2.0
2,23631,1.0
2,58376,1.0
2,45583,2.0
2,42042,2.0
2,73614,2.0
2,84366,3.0
2,29852,4.0
2,57791,5.0
2,82628,4.0
2,59681,4.0
2,79636,3.0
2,62024,2.0
2,21745,2.0
2,59217,1.0
2,47242,1.0
2,58911,1.0
2,65415,1.0
2,59277,1.0
2,77865,1.0
2,88394,1.0
2,92220,1.0
2,42557,0.0
2,41791,0.0
2,75399,0.0
2,34237,0.0
3,47450,0.0
3,64832,0.0
3,20650,2.0
3,65102,4.0
3,96952,4.0
3,54278,3.0
3,48110,3.0
3,50425,3.0
3,61716,4.0
3,45780,3.0
3,29151,3.0
3,89317,4.0
3,95138,4.0
3,51192,4.0
3,27625,4.0
3,72514,4.0
3,85748,4.0
3,18652,4.0
3,73216,4.0
3,10803,4.0
3,63625,3.0
3,53964,3.0
3,42679,3.0
3,47288,2.0
3,73095,2.0
3,86667,2.0
3,59849,1.0
3,88397,1.0
3,13527,1.0
3,25110,1.0
3,75714,1.0
3,91487,1.0
3,63694,2.0
3,12305,2.0
3,99211,2.0
3,81395,3.0
3,92882,2.0
3,78375,2.0
3,17934,3.0
3,54340,3.0
3,23680,3.0
3,95999,3.0
3,65478,3.0
3,15238,3.0
3,27216,2.0
3,72432,2.0
3,38744,2.0
3,23634,1.0
3,51520,1.0
3,65365,2.0
3,34218,2.0
3,14264,2.0
3,77610,3.0
3,10224,2.0
3,26969,2.0
3,30515,2.0
3,85957,1.0
3,63290,1.0
3,39911,1.0
3,32979,0.0
3,98029,0.0
3,78500,0.0
5,23720,0.0
5,20707,0.0
5,73784,2.0
5,15689,2.0
5,49757,2.0
5,69778,2.0
5,46167,2.0
5,84629,2.0
5,79293,2.0
5,12359,2.0
5,47951,2.0
5,72266,2.0
5,82400,2.0
5,29579,2.0
5,14572,2.0
5,50256,2.0
5,58999,3.0
5,23194,2.0
5,39022,2.0
5,66086,2.0
5,62693,2.0
5,44304,2.0
5,31303,2.0
5,53876,2.0
5,35283,2.0
5,92182,2.0
5,35473,1.0
5,10287,1.0
5,16150,1.0
5,12654,1.0
5,81881,1.0
5,46885,1.0
5,36036,1.0
5,23409,1.0
5,50856,1.0
5,72749,1.0
5,59211,1.0
5,23124,2.0
5,16786,2.0
5,30195,2.0
5,11467,2.0
5,32345,2.0
5,18325,3.0
5,22035,3.0
5,23950,3.0
5,16704,3.0
5,21267,3.0
5,10968,3.0
5,94439,2.0
5,77219,2.0
5,65539,1.0
5,50439,2.0
5,18368,2.0
5,38216,2.0
5,96712,2.0
5,81545,2.0
5,81618,1.0
5,90672,0.0
5,35444,0.0
5,42447,0.0
6,95889,0.0
6,17716,0.0
6,85350,4.0
6,85145,4.0
6,55358,4.0
6,19404,4.0
6,20949,4.0
6,49433,5.0
6,20212,6.0
6,25932,6.0
6,82521,6.0
6,65399,6.0
6,38671,6.0
6,42001,6.0
6,13993,6.0
6,73922,6.0
6,44130,6.0
6,80156,6.0
6,23298,6.0
6,19285,6.0
6,18186,6.0
6,97642,6.0
6,32027,6.0
6,79225,6.0
6,43470,6.0
6,39554,6.0
6,42697,6.0
6,15549,6.0
6,72467,6.0
6,40869,6.0
6,37398,5.0
6,82774,5.0
6,39764,5.0
6,61336,5.0
6,81249,5.0
6,53162,5.0
6,95582,5.0
6,50137,4.0
6,67664,4.0
6,33985,3.0
6,37810,3.0
6,41725,3.0
6,20176,3.0
6,46907,2.0
6,68304,2.0
6,40321,2.0
6,27328,3.0
6,99946,3.0
6,96727,3.0
6,88174,3.0
6,32943,5.0
6,79640,5.0
6,51817,5.0
6,91876,5.0
6,54023,4.0
6,24780,4.0
6,45668,3.0
6,41778,0.0
6,52438,0.0
6,93322,0.0
7,91324,0.0
7,61864,0.0
7,54622,3.0
7,30981,3.0
7,77791,3.0
7,51326,2.0
7,65534,2.0
7,13368,2.0
7,59434,2.0
7,74515,1.0
7,89321,2.0
7,83550,3.0
7,58652,3.0
7,82935,4.0
7,89300,4.0
7,63402,5.0
7,31706,4.0
7,11544,3.0
7,64163,3.0
7,30257,3.0
7,87626,3.0
7,51711,1.0
7,55609,1.0
7,59978,1.0
7,99237,2.0
7,14901,2.0
7,95046,2.0
7,93840,0.0
7,13510,0.0
7,34394,0.0
8,33406,0.0
8,99341,0.0
8,75687,1.0
8,77160,2.0
8,48693,2.0
8,44469,4.0
8,37928,5.0
8,44410,6.0
8,70397,6.0
8,30796,6.0
8,28594,4.0
8,57233,3.0
8,28620,3.0
8,83293,3.0
8,62673,4.0
8,43300,5.0
8,38406,6.0
8,83759,6.0
8,67404,6.0
8,41613,6.0
8,86578,4.0
8,10381,3.0
8,49625,2.0
8,74953,4.0
8,69174,4.0
8,88057,4.0
8,93059,4.0
8,93841,0.0
8,72513,0.0
8,22899,0.0
9,84366,0.0
9,71596,0.0
9,29837,1.0
9,59546,1.0
9,56553,1.0
9,77380,1.0
9,18514,1.0
9,31821,2.0
9,27142,2.0
9,72988,1.0
9,19863,1.0
9,85628,1.0
9,36323,1.0
9,79611,0.0
9,34796,0.0
9,78003,0.0
9,97286,0.0
9,92758,0.0
9,23692,0.0
9,77716,1.0
9,96869,1.0
9,97129,1.0
9,68183,1.0
9,40950,1.0
9,69749,1.0
9,58333,2.0
9,25834,2.0
9,70243,3.0
9,93476,3.0
9,95041,3.0
9,76143,3.0
9,96072,3.0
9,94861,2.0
9,93412,2.0
9,27696,1.0
9,58266,1.0
9,60428,1.0
9,45465,2.0
9,21847,2.0
9,68779,2.0
9,54970,2.0
9,84408,3.0
9,57888,3.0
9,98242,3.0
9,42594,3.0
9,22920,3.0
9,18279,3.0
9,86212,3.0
9,64068,3.0
9,14836,3.0
9,20261,3.0
9,69048,2.0
9,52767,2.0
9,96803,2.0
9,71898,2.0
9,89943,1.0
9,59066,1.0
9,54054,0.0
9,56450,0.0
9,42815,0.0
10,49644,0.0
10,53653,0.0
10,68867,1.0
10,25457,1.0
10,53824,1.0
10,39342,1.0
10,52154,1.0
10,77642,2.0
10,33825,3.0
10,84385,3.0
10,39344,4.0
10,26740,3.0
10,39588,3.0
10,82730,3.0
10,88948,2.0
10,66764,2.0
10,21714,2.0
10,84211,2.0
10,37852,2.0
10,26799,2.0
10,67954,2.0
10,96544,2.0
10,65844,2.0
10,31243,3.0
10,39707,3.0
10,95416,3.0
10,80242,4.0
10,47419,5.0
10,85000,5.0
10,14100,5.0
10,67392,4.0
10,95759,4.0
10,33555,4.0
10,35713,4.0
10,60236,4.0
10,13993,5.0
10,97719,5.0
10,74504,5.0
10,17557,4.0
10,39552,4.0
10,60265,4.0
10,27344,3.0
10,41082,2.0
10,33736,1.0
10,16373,1.0
10,22994,2.0
10,61144,1.0
10,47115,1.0
10,72453,2.0
10,54648,2.0
10,80310,3.0
10,28105,2.0
10,68923,2.0
10,60768,2.0
10,77019,2.0
10,75676,1.0
10,67499,1.0
10,40269,0.0
10,28109,0.0
10,62755,0.0
11,96146,0.0
11,10759,0.0
11,79888,2.0
11,49067,2.0
11,46414,2.0
11,12721,2.0
11,32326,2.0
11,40827,2.0
11,18587,3.0
